20220420_CMX_NB_azucaryendulzantes_W16,20220420_CMX_NB_tuberculos_W16,20220420_CMX_NB_granos_W16,20220420_CMX_NB_frutas_W16,20220420_CMX_NB_verduras_W16,20220420_CMX_NB_huevos_W16,20220420_CMX_NB_leches_W16,20220420_CMX_NB_vasoscontenedoresyplatos_W16,20220420_CMX_NB_detergentejabonylavatrastes_W16
141199309.0,146222649.0,133539286.0,,,141718969.0,143218478.0,140371955.0,134709057.0
143030241.0,145411645.0,141872602.0,,,143596988.0,135122735.0,143048692.0,130373448.0
143312867.0,141825601.0,142253531.0,,,140287421.0,141875001.0,141232117.0,142255947.0
134600683.0,139144770.0,143218138.0,,,68251069.0,130527035.0,143206388.0,23725900.0
86425579.0,141628995.0,140414429.0,,,132423103.0,141659966.0,145211382.0,143079249.0
143112173.0,139736646.0,140412382.0,,,135622079.0,134709057.0,141770745.0,143239006.0
143169519.0,143095367.0,141901284.0,,,142448065.0,139859781.0,,101736293.0
140371955.0,143588935.0,138513893.0,,,145302976.0,130373448.0,,146083688.0
143048692.0,141782607.0,143650279.0,,,140309955.0,142255947.0,,146255721.0
141232117.0,141262421.0,141852140.0,,,139339203.0,23725900.0,,139816810.0
143206388.0,142579291.0,146269676.0,,,142550471.0,143079249.0,,141680498.0
,145286748.0,143216116.0,,,125902279.0,143654753.0,,142413685.0
,132918879.0,142374391.0,,,141278665.0,101736293.0,,139915126.0
,132963939.0,138247674.0,,,142542284.0,146083688.0,,143048565.0
,145958502.0,51561978.0,,,141880784.0,146255721.0,,-262275.0
,142536300.0,145393149.0,,,141739473.0,141680498.0,,145221503.0
,125656695.0,141760000.0,,,139812306.0,142413685.0,,143605632.0
,131085944.0,139945478.0,,,141968850.0,139915126.0,,145264513.0
,139769465.0,140340747.0,,,143099347.0,143048565.0,,-258169.0
,143937151.0,81401357.0,,,143621587.0,-262275.0,,28723079.0
,145456768.0,139210257.0,,,133539286.0,143187840.0,,146014087.0
,16586375.0,142319124.0,,,141872602.0,143605632.0,,145969036.0
,140369544.0,141688341.0,,,142253531.0,145264513.0,,145604503.0
,146218635.0,145366553.0,,,143218138.0,145942400.0,,141871002.0
,139835021.0,142435866.0,,,140414429.0,-258169.0,,141240229.0
,141713040.0,132935195.0,,,140412382.0,28723079.0,,140013477.0
,142530193.0,145364505.0,,,141901284.0,146014087.0,,145188778.0
,63309465.0,141798944.0,,,138513893.0,146132882.0,,146233261.0
,139904668.0,146251303.0,,,142368231.0,145604503.0,,143292334.0
,145213094.0,140348973.0,,,143650279.0,141871002.0,,126955441.0
,145479334.0,139925037.0,,,141852140.0,140013477.0,,141703090.0
,143126184.0,143134254.0,,,146269676.0,145188778.0,,146245558.0
,141874864.0,76365360.0,,,143216116.0,146233261.0,,141871031.0
,141950647.0,135298608.0,,,139767287.0,143292334.0,,145242039.0
,139196091.0,143259186.0,,,142374391.0,126955441.0,,135913401.0
,21038783.0,142554678.0,,,138247674.0,141703090.0,,142475199.0
,145379009.0,146222649.0,,,51561978.0,146245558.0,,-256059.0
,140242632.0,145411645.0,,,145393149.0,141871031.0,,141199309.0
,144092874.0,141170238.0,,,141995519.0,22900663.0,,143030241.0
,145424075.0,141825601.0,,,141760000.0,145242039.0,,143312867.0
,145993427.0,141628995.0,,,139769348.0,142475199.0,,15917031.0
,141883092.0,142302788.0,,,139945478.0,-256059.0,,134600683.0
,14862038.0,139736646.0,,,140340747.0,140339144.0,,86425579.0
,142442203.0,143095367.0,,,81401357.0,145952715.0,,143112173.0
,142415583.0,143588935.0,,,139210257.0,141199309.0,,143169519.0
,128626401.0,141782607.0,,,142319124.0,141852637.0,,140371955.0
,140334818.0,141262421.0,,,145366553.0,143030241.0,,141232117.0
,141741801.0,142579291.0,,,142435866.0,143312867.0,,143206388.0
,127346413.0,145286748.0,,,132935195.0,15917031.0,,145211382.0
,134747885.0,132918879.0,,,145364505.0,106403818.0,,
,142509807.0,132963939.0,,,124786205.0,134600683.0,,
,141711091.0,145958502.0,,,141798944.0,86425579.0,,
,142427896.0,142536300.0,,,141200932.0,143112173.0,,
,145393403.0,125656695.0,,,146251303.0,143169519.0,,
,142563068.0,131085944.0,,,140348973.0,140371955.0,,
,142345983.0,139769465.0,,,139925037.0,143048692.0,,
,141641473.0,143937151.0,,,143134254.0,141232117.0,,
,140379909.0,145456768.0,,,76365360.0,141770745.0,,
,-256249.0,16586375.0,,,135298608.0,,,
,142300936.0,140369544.0,,,143259186.0,,,
,143089430.0,146218635.0,,,142554678.0,,,
,141911831.0,141713040.0,,,146222649.0,,,
,145952535.0,141176465.0,,,145411645.0,,,
,145252123.0,142530193.0,,,141170238.0,,,
,57911069.0,63309465.0,,,141825601.0,,,
,142987038.0,139904668.0,,,139144770.0,,,
,138745644.0,145213094.0,,,141628995.0,,,
,143218478.0,145479334.0,,,142302788.0,,,
,135122735.0,-258390.0,,,139736646.0,,,
,141875001.0,141874864.0,,,143095367.0,,,
,141659966.0,139196091.0,,,143588935.0,,,
,134709057.0,21038783.0,,,141782607.0,,,
,139859781.0,145379009.0,,,141262421.0,,,
,141739847.0,140242632.0,,,142579291.0,,,
,130373448.0,144092874.0,,,145286748.0,,,
,141860682.0,139466449.0,,,132963939.0,,,
,142255947.0,145993427.0,,,145958502.0,,,
,23725900.0,141883092.0,,,142536300.0,,,
,143656786.0,14862038.0,,,125656695.0,,,
,143239006.0,142442203.0,,,131085944.0,,,
,143654753.0,142415583.0,,,139769465.0,,,
,146083688.0,128626401.0,,,143937151.0,,,
,146255721.0,140334818.0,,,145456768.0,,,
,139816810.0,137674470.0,,,140369544.0,,,
,139968369.0,141741801.0,,,146218635.0,,,
,141680498.0,127346413.0,,,139835021.0,,,
,142413685.0,134747885.0,,,141713040.0,,,
,139915126.0,142509807.0,,,141176465.0,,,
,143048565.0,141711091.0,,,142530193.0,,,
,-262275.0,142427896.0,,,63309465.0,,,
,143187840.0,145393403.0,,,139904668.0,,,
,143605632.0,142563068.0,,,139742884.0,,,
,145264513.0,139812604.0,,,145213094.0,,,
,145942400.0,142345983.0,,,145479334.0,,,
,28723079.0,141641473.0,,,143126184.0,,,
,146014087.0,139747076.0,,,141874864.0,,,
,146229128.0,140379909.0,,,139196091.0,,,
,145969036.0,-256249.0,,,21038783.0,,,
,146132882.0,142300936.0,,,145379009.0,,,
,145604503.0,143089430.0,,,140242632.0,,,
,141871002.0,141911831.0,,,144092874.0,,,
,141240229.0,145952535.0,,,145424075.0,,,
,140316583.0,145252123.0,,,139466449.0,,,
,145188778.0,57911069.0,,,145993427.0,,,
,146233261.0,142987038.0,,,141883092.0,,,
,126955441.0,142444326.0,,,14862038.0,,,
,141703090.0,138745644.0,,,142442203.0,,,
,146245558.0,143218478.0,,,142415583.0,,,
,22900663.0,135122735.0,,,128626401.0,,,
,145242039.0,130527035.0,,,140334818.0,,,
,135913401.0,141659966.0,,,137674470.0,,,
,142475199.0,134709057.0,,,141741801.0,,,
,-256059.0,139859781.0,,,127346413.0,,,
,140339144.0,141739847.0,,,134747885.0,,,
,145952715.0,130373448.0,,,142509807.0,,,
,141852637.0,141860682.0,,,141711091.0,,,
,143030241.0,142255947.0,,,142427896.0,,,
,143312867.0,23725900.0,,,145393403.0,,,
,15917031.0,143656786.0,,,142563068.0,,,
,106403818.0,143239006.0,,,139812604.0,,,
,134600683.0,143654753.0,,,142345983.0,,,
,86425579.0,101736293.0,,,141641473.0,,,
,143112173.0,146083688.0,,,139747076.0,,,
,143169519.0,146255721.0,,,140379909.0,,,
,140371955.0,139816810.0,,,-256249.0,,,
,141232117.0,139968369.0,,,142300936.0,,,
,145211382.0,142413685.0,,,143089430.0,,,
,141770745.0,139915126.0,,,141911831.0,,,
,,-262275.0,,,145952535.0,,,
,,145221503.0,,,145252123.0,,,
,,143187840.0,,,57911069.0,,,
,,143605632.0,,,142987038.0,,,
,,145264513.0,,,141219617.0,,,
,,145942400.0,,,142444326.0,,,
,,-258169.0,,,138745644.0,,,
,,146014087.0,,,143218478.0,,,
,,146229128.0,,,135122735.0,,,
,,145969036.0,,,141875001.0,,,
,,146132882.0,,,130527035.0,,,
,,145604503.0,,,141659966.0,,,
,,141871002.0,,,134709057.0,,,
,,141240229.0,,,139859781.0,,,
,,140316583.0,,,141739847.0,,,
,,145188778.0,,,130373448.0,,,
,,146233261.0,,,141860682.0,,,
,,126955441.0,,,142255947.0,,,
,,141703090.0,,,23725900.0,,,
,,146245558.0,,,143079249.0,,,
,,141871031.0,,,143656786.0,,,
,,22900663.0,,,143239006.0,,,
,,145242039.0,,,143654753.0,,,
,,135913401.0,,,101736293.0,,,
,,142475199.0,,,146083688.0,,,
,,-256059.0,,,146255721.0,,,
,,140339144.0,,,139816810.0,,,
,,145952715.0,,,139968369.0,,,
,,141199309.0,,,141680498.0,,,
,,141852637.0,,,142413685.0,,,
,,143030241.0,,,139915126.0,,,
,,143312867.0,,,143048565.0,,,
,,106403818.0,,,-262275.0,,,
,,134600683.0,,,145221503.0,,,
,,86425579.0,,,143187840.0,,,
,,143112173.0,,,143605632.0,,,
,,143169519.0,,,145264513.0,,,
,,143048692.0,,,145942400.0,,,
,,141232117.0,,,-258169.0,,,
,,143206388.0,,,141926279.0,,,
,,145211382.0,,,28723079.0,,,
,,141770745.0,,,146014087.0,,,
,,,,,146229128.0,,,
,,,,,145969036.0,,,
,,,,,146132882.0,,,
,,,,,145604503.0,,,
,,,,,141871002.0,,,
,,,,,141240229.0,,,
,,,,,140013477.0,,,
,,,,,140316583.0,,,
,,,,,145188778.0,,,
,,,,,146233261.0,,,
,,,,,143292334.0,,,
,,,,,126955441.0,,,
,,,,,146245558.0,,,
,,,,,141871031.0,,,
,,,,,22900663.0,,,
,,,,,145242039.0,,,
,,,,,135913401.0,,,
,,,,,142475199.0,,,
,,,,,-256059.0,,,
,,,,,140339144.0,,,
,,,,,145952715.0,,,
,,,,,141199309.0,,,
,,,,,141852637.0,,,
,,,,,143030241.0,,,
,,,,,143312867.0,,,
,,,,,15917031.0,,,
,,,,,106403818.0,,,
,,,,,134600683.0,,,
,,,,,86425579.0,,,
,,,,,143112173.0,,,
,,,,,143169519.0,,,
,,,,,140371955.0,,,
,,,,,143048692.0,,,
,,,,,141232117.0,,,
,,,,,143206388.0,,,
,,,,,145211382.0,,,
,,,,,141770745.0,,,
