20220420_CWB_NB_queijos_W16,20220420_CWB_NB_arroz_W16,20220420_CWB_NB_aucaradoantesedoces_W16,20220420_CWB_NB_farinhasemisturas_W16
127221093.0,110374831.0,112873352.0,141717063.0
136641893.0,143568815.0,145285002.0,139841098.0
134688108.0,111628211.0,131583883.0,142409291.0
115404142.0,138526643.0,132030348.0,127786575.0
124210543.0,138657718.0,117366669.0,139701842.0
143519086.0,143126457.0,143536015.0,133885523.0
132033906.0,139988927.0,139337619.0,141811284.0
143601007.0,118042560.0,140230552.0,134557269.0
142966127.0,134672325.0,124227481.0,132857430.0
124317045.0,135069638.0,121749404.0,135044698.0
124255603.0,138538955.0,137621405.0,135970395.0
140402038.0,133971923.0,126074780.0,143076968.0
134008184.0,138018773.0,116428706.0,135343722.0
124419447.0,136232931.0,134496171.0,115519093.0
124370302.0,116551655.0,134553518.0,135917175.0
138247556.0,139657193.0,110374831.0,138092152.0
136068489.0,140353524.0,143568815.0,141667962.0
136048018.0,136093690.0,111628211.0,117395070.0
135249302.0,123588604.0,138526643.0,142458494.0
135138711.0,,138657718.0,142970498.0
118963607.0,,143126457.0,143138435.0
128933274.0,,139988927.0,128384650.0
134651290.0,,118042560.0,110587542.0
109317532.0,,134672325.0,123199127.0
136514973.0,,135069638.0,136547996.0
142355872.0,,112947144.0,139710112.0
143175079.0,,138538955.0,116080289.0
120733096.0,,133971923.0,111095466.0
130350514.0,,138018773.0,136707756.0
139713972.0,,143634391.0,114106030.0
141819316.0,,136232931.0,117993139.0
130387384.0,,116551655.0,117370554.0
139300281.0,,139657193.0,132693691.0
139890109.0,,140353524.0,133922508.0
139685311.0,,123588604.0,109301455.0
130788806.0,,,127340246.0
135253448.0,,,142999265.0
128560585.0,,,142950118.0
111680969.0,,,113573607.0
116075980.0,,,112815849.0
134536652.0,,,135225065.0
134475214.0,,,114028267.0
110353876.0,,,130785004.0
136551895.0,,,143490817.0
138534360.0,,,110538498.0
143007197.0,,,134446853.0
120708577.0,,,138116871.0
125353447.0,,,142221064.0
135044583.0,,,111832842.0
120630761.0,,,113663757.0
113642989.0,,,138616590.0
125341165.0,,,134917906.0
145841650.0,,,141790998.0
124882427.0,,,121863961.0
110460412.0,,,117321498.0
138481149.0,,,134483739.0
134770177.0,,,124362526.0
143048195.0,,,115564328.0
129039876.0,,,116010794.0
121716238.0,,,133951274.0
141757971.0,,,124337965.0
115502612.0,,,136707885.0
110571031.0,,,134573871.0
139906587.0,,,134602545.0
135179804.0,,,139652915.0
134057501.0,,,125468468.0
135077406.0,,,141692732.0
116080163.0,,,127905598.0
117440035.0,,,115527487.0
112934437.0,,,114077508.0
117993001.0,,,135327558.0
134467116.0,,,135319368.0
140303916.0,,,118374218.0
143646255.0,,,109817681.0
111844912.0,,,138612574.0
123264565.0,,,133906273.0
139775544.0,,,110530410.0
127335994.0,,,125423466.0
138223163.0,,,117817194.0
125865534.0,,,117915499.0
127360574.0,,,121147247.0
120749634.0,,,130432879.0
142409283.0,,,126623602.0
124206661.0,,,141602676.0
141717063.0,,,129101686.0
139841098.0,,,110505848.0
142409291.0,,,127963007.0
127786575.0,,,141684609.0
133885523.0,,,140271495.0
141811284.0,,,112873352.0
134557269.0,,,145285002.0
132857430.0,,,131583883.0
135044698.0,,,132030348.0
135970395.0,,,117366669.0
137940576.0,,,143536015.0
140242531.0,,,139337619.0
109280871.0,,,140230552.0
143076968.0,,,124227481.0
135343722.0,,,121749404.0
115519093.0,,,137621405.0
135917175.0,,,126074780.0
138092152.0,,,116428706.0
141667962.0,,,125366183.0
117395070.0,,,134496171.0
142458494.0,,,134553518.0
142970498.0,,,143568815.0
143138435.0,,,111628211.0
128384650.0,,,138526643.0
146058901.0,,,138657718.0
110587542.0,,,143126457.0
136547996.0,,,139988927.0
139710112.0,,,118042560.0
116080289.0,,,134672325.0
111095466.0,,,135069638.0
143511210.0,,,112947144.0
136707756.0,,,138538955.0
114106030.0,,,133971923.0
117993139.0,,,138018773.0
117370554.0,,,136232931.0
138501818.0,,,116551655.0
132693691.0,,,139657193.0
133922508.0,,,140353524.0
127340246.0,,,136093690.0
142999265.0,,,123588604.0
142950118.0,,,
113573607.0,,,
112815849.0,,,
135225065.0,,,
114028267.0,,,
140373739.0,,,
130785004.0,,,
138489588.0,,,
112488190.0,,,
143490817.0,,,
134446853.0,,,
138116871.0,,,
142221064.0,,,
111832842.0,,,
138616590.0,,,
134917906.0,,,
141790998.0,,,
121863961.0,,,
117321498.0,,,
134483739.0,,,
124362526.0,,,
115564328.0,,,
116010794.0,,,
133951274.0,,,
124337965.0,,,
136707885.0,,,
134573871.0,,,
134602545.0,,,
139652915.0,,,
125468468.0,,,
141692732.0,,,
127905598.0,,,
115527487.0,,,
114077508.0,,,
135327558.0,,,
109256518.0,,,
135319368.0,,,
118374218.0,,,
116318030.0,,,
109817681.0,,,
138612574.0,,,
133906273.0,,,
110530410.0,,,
125423466.0,,,
117817194.0,,,
117915499.0,,,
121147247.0,,,
130432879.0,,,
126623602.0,,,
141602676.0,,,
129101686.0,,,
110505848.0,,,
127963007.0,,,
141684609.0,,,
140271495.0,,,
112873352.0,,,
145285002.0,,,
131583883.0,,,
132030348.0,,,
117366669.0,,,
143536015.0,,,
139337619.0,,,
140230552.0,,,
124227481.0,,,
121749404.0,,,
137621405.0,,,
126074780.0,,,
116428706.0,,,
125366183.0,,,
134496171.0,,,
134553518.0,,,
110374831.0,,,
143568815.0,,,
111628211.0,,,
138526643.0,,,
138657718.0,,,
143126457.0,,,
139988927.0,,,
118042560.0,,,
134672325.0,,,
135069638.0,,,
112947144.0,,,
138538955.0,,,
133971923.0,,,
138018773.0,,,
143634391.0,,,
136232931.0,,,
116551655.0,,,
139657193.0,,,
140353524.0,,,
136093690.0,,,
123588604.0,,,
