20220407_MDE_NB_bebidassinalcohol_W14,20220407_MDE_NB_vasos_W14,20220407_MDE_NB_cubiertosypitillos_W14,20220407_MDE_NB_contenedores_W14,20220407_MDE_NB_platosybandejas_W14,20220407_MDE_NB_empaqueyenvoltura_W14,20220407_MDE_NB_verduras_W14,20220407_MDE_NB_frutas_W14,20220407_MDE_NB_tuberculos_W14,20220407_MDE_NB_huevos_W14,20220407_MDE_NB_leches_W14,20220407_MDE_NB_cremas_W14,20220407_MDE_NB_derivadoslacteos_W14
132645708.0,125846193.0,139289696.0,126661897.0,133522494.0,133157972.0,130805308.0,121791585.0,130993277.0,131003289.0,132773014.0,135279702.0,133997608.0
126651213.0,118018738.0,121791585.0,137999625.0,118580295.0,135279702.0,125888061.0,129125477.0,124292222.0,135107480.0,124814487.0,123221080.0,121820199.0
124515152.0,118588087.0,131429485.0,129185037.0,124355657.0,123221080.0,121796158.0,131429485.0,121379967.0,125399964.0,118396058.0,126817370.0,135992365.0
118426449.0,119632569.0,125555831.0,120173841.0,130868301.0,126817370.0,118435404.0,120114289.0,137118848.0,120839064.0,128468125.0,120616031.0,121205819.0
120093525.0,128508602.0,136639610.0,120370457.0,118887501.0,131638366.0,134692428.0,125906036.0,128996480.0,124804001.0,129143967.0,139289696.0,133522494.0
119595862.0,131054271.0,124982395.0,119620890.0,117912659.0,120616031.0,125412942.0,130993277.0,119690369.0,135082914.0,118924448.0,121791585.0,118580295.0
132103006.0,118528704.0,120259710.0,127808802.0,133157972.0,139289696.0,132281937.0,137118848.0,118416518.0,138120100.0,123704480.0,131429485.0,124355657.0
118514532.0,119700160.0,137118848.0,120698147.0,135279702.0,121791585.0,124296789.0,128996480.0,125416583.0,125137832.0,119665828.0,125555831.0,130868301.0
120265579.0,124457669.0,128996480.0,118969637.0,123221080.0,131429485.0,126682715.0,119690369.0,118537354.0,119597993.0,132777125.0,129021048.0,118887501.0
132303725.0,125924045.0,119690369.0,122389798.0,126817370.0,125555831.0,133930588.0,118969477.0,136561810.0,128445354.0,130995369.0,136639610.0,117912659.0
119741298.0,124441295.0,118969477.0,122361126.0,131638366.0,136639610.0,133924446.0,118416518.0,132773014.0,118008747.0,120272042.0,124982395.0,133157972.0
126856052.0,123695834.0,119628934.0,120808750.0,120616031.0,124982395.0,135067232.0,138144902.0,128468125.0,124427177.0,136615085.0,120259710.0,135279702.0
123833210.0,122354394.0,125416583.0,136029486.0,139289696.0,120259710.0,121949793.0,135083144.0,118924448.0,126935981.0,119682223.0,137118848.0,123221080.0
124990330.0,125373148.0,135083144.0,131032368.0,121791585.0,137118848.0,135145064.0,125557901.0,123704480.0,134007732.0,139216048.0,128996480.0,126817370.0
129151867.0,120621790.0,125019281.0,127272243.0,131429485.0,128996480.0,118412910.0,136561810.0,132777125.0,124335028.0,119706804.0,119690369.0,131638366.0
119735165.0,118901472.0,136561810.0,129029431.0,125555831.0,119690369.0,127422065.0,132773014.0,118432934.0,130782132.0,117957817.0,118969477.0,120616031.0
125090682.0,128467688.0,126030994.0,118596930.0,129021048.0,118969477.0,118021745.0,138042518.0,130995369.0,121797556.0,118903997.0,119628934.0,139289696.0
119755648.0,119720682.0,132773014.0,124290375.0,136639610.0,118416518.0,134512242.0,129129625.0,126643371.0,127800251.0,126969028.0,125416583.0,121791585.0
119690116.0,125592299.0,124814487.0,131650887.0,124982395.0,119628934.0,121800310.0,128468125.0,120097964.0,134060988.0,122295492.0,135083144.0,131429485.0
118072199.0,131754731.0,118396058.0,128443724.0,120259710.0,125416583.0,123661944.0,118924448.0,139216048.0,124971970.0,117978308.0,125019281.0,125555831.0
125064074.0,118911725.0,128468125.0,124368204.0,128996480.0,135083144.0,124888698.0,123704480.0,118475973.0,123720642.0,135140557.0,136561810.0,129021048.0
121138063.0,126890733.0,129143967.0,121238863.0,119690369.0,125019281.0,139128446.0,132777125.0,128433356.0,119745480.0,129504466.0,119641234.0,136639610.0
119618451.0,126855920.0,118924448.0,121255250.0,118969477.0,136561810.0,121349760.0,118432934.0,128982220.0,120261582.0,118396117.0,126030994.0,124982395.0
120923028.0,118637299.0,123704480.0,138286421.0,118416518.0,119641234.0,124307086.0,130995369.0,129504466.0,118051796.0,118559961.0,132773014.0,120259710.0
135089048.0,126835444.0,119665828.0,129488217.0,119628934.0,126030994.0,124331665.0,120097964.0,128453845.0,137169877.0,126641371.0,124814487.0,137118848.0
131003289.0,132285173.0,132777125.0,120259930.0,125416583.0,132773014.0,120129174.0,127241391.0,118559961.0,124883924.0,118449375.0,118396058.0,128996480.0
132772762.0,118561527.0,118432934.0,129021284.0,135083144.0,124814487.0,138653335.0,119682223.0,121244894.0,117980118.0,120124645.0,128468125.0,119690369.0
135107480.0,132262649.0,130995369.0,124274021.0,125019281.0,118396058.0,129074841.0,132648122.0,120124645.0,129584088.0,127431909.0,129143967.0,118969477.0
125399964.0,132094715.0,120272042.0,123127144.0,136561810.0,128468125.0,133203613.0,117978308.0,127431909.0,129156058.0,128611560.0,118924448.0,118416518.0
120839064.0,130810622.0,136615085.0,129508715.0,119641234.0,129143967.0,135071389.0,118475973.0,139154665.0,124462043.0,118564075.0,123704480.0,119628934.0
128437153.0,126696191.0,119682223.0,119764332.0,126030994.0,118924448.0,120704670.0,128433356.0,125005034.0,124453853.0,139154665.0,119665828.0,125416583.0
135082914.0,120138496.0,139216048.0,133895538.0,132773014.0,123704480.0,133985950.0,135140557.0,118564075.0,123317213.0,123061487.0,132777125.0,135083144.0
138120100.0,118524673.0,119706804.0,131528056.0,124814487.0,119665828.0,120225451.0,129504466.0,123796713.0,127783902.0,135087343.0,118432934.0,125019281.0
125137832.0,131554047.0,117957817.0,132789624.0,118396058.0,132777125.0,132816572.0,128453845.0,123061487.0,121385951.0,118572286.0,130995369.0,136561810.0
119597993.0,124816132.0,118903997.0,125396347.0,128468125.0,118432934.0,132779720.0,118449375.0,135087343.0,119677921.0,132703487.0,120272042.0,126030994.0
128445354.0,126798596.0,126969028.0,121234812.0,129143967.0,130995369.0,136046288.0,120124645.0,138546423.0,121793506.0,135976199.0,119682223.0,132773014.0
118008747.0,118924038.0,122295492.0,130979195.0,118924448.0,120272042.0,134076112.0,127431909.0,132703487.0,123079651.0,126661897.0,139216048.0,124814487.0
124427177.0,129839877.0,117978308.0,119772547.0,123704480.0,136615085.0,120733395.0,132050153.0,135976199.0,132039652.0,137999625.0,119706804.0,118396058.0
126935981.0,119653130.0,135140557.0,125359495.0,119665828.0,119682223.0,123190996.0,125005034.0,129113353.0,126784479.0,129512717.0,118903997.0,128468125.0
128494510.0,130999052.0,125908178.0,124437896.0,132777125.0,139216048.0,128997079.0,139154665.0,129185037.0,132774879.0,129185037.0,126969028.0,129143967.0
134007732.0,136577805.0,129504466.0,119735699.0,118432934.0,119706804.0,120643287.0,123796713.0,120173841.0,122438631.0,120173841.0,122295492.0,118924448.0
124335028.0,120685329.0,118396117.0,124331416.0,130995369.0,117957817.0,124839644.0,123061487.0,120370457.0,125524962.0,120370457.0,117978308.0,123704480.0
127800251.0,132879121.0,118559961.0,127964568.0,120272042.0,118903997.0,125503198.0,135087343.0,119620890.0,127826917.0,119620890.0,135140557.0,119665828.0
134060988.0,120109844.0,126641371.0,124876187.0,136615085.0,126969028.0,124260063.0,129010932.0,125938974.0,119634919.0,124429600.0,125908178.0,132777125.0
123720642.0,124388117.0,118449375.0,128402845.0,119682223.0,122295492.0,124407519.0,138546423.0,132255009.0,120134634.0,127214882.0,129504466.0,118432934.0
132078530.0,120259350.0,120124645.0,119199139.0,139216048.0,117978308.0,130952937.0,132703487.0,127808802.0,118522863.0,127808802.0,118396117.0,130995369.0
132068294.0,134513431.0,127431909.0,129484198.0,119706804.0,135140557.0,134033129.0,128967941.0,119698726.0,127257586.0,120698147.0,118559961.0,120272042.0
128519113.0,120218392.0,129856742.0,123065766.0,117957817.0,125908178.0,121722604.0,135976199.0,121838886.0,120132596.0,122389798.0,126641371.0,136615085.0
118447054.0,117967637.0,131032296.0,124798377.0,118903997.0,129504466.0,138585838.0,137999625.0,118045992.0,119768054.0,122361126.0,118449375.0,119682223.0
127280080.0,124400408.0,128611560.0,132748714.0,126969028.0,118559961.0,121933555.0,136006926.0,118005032.0,122729464.0,119698726.0,120124645.0,139216048.0
118051796.0,120107800.0,129504489.0,134542776.0,117978308.0,126641371.0,130926329.0,120173841.0,120808750.0,135162874.0,120808750.0,127431909.0,119706804.0
124883924.0,131029789.0,118564075.0,124835257.0,135140557.0,118449375.0,123115267.0,128048408.0,136029486.0,134521850.0,136029486.0,131032296.0,117957817.0
117980118.0,118401822.0,139154665.0,136107448.0,125908178.0,120124645.0,133121799.0,120370457.0,120155444.0,120138747.0,131032368.0,128611560.0,118903997.0
131541975.0,120687390.0,123061487.0,124396993.0,129504466.0,127431909.0,124251911.0,133909793.0,120751418.0,120196094.0,121300273.0,118564075.0,126969028.0
124836825.0,119745313.0,135087343.0,130786757.0,118396117.0,129856742.0,125001480.0,127808802.0,127286588.0,135259134.0,132068659.0,139154665.0,122295492.0
129156058.0,121461540.0,118572286.0,124347848.0,126641371.0,131032296.0,123758346.0,120698147.0,135247167.0,132244483.0,129029431.0,123061487.0,117978308.0
124462043.0,123802417.0,132703487.0,130942418.0,118449375.0,128611560.0,139177742.0,118969637.0,126606661.0,129235972.0,125551928.0,135087343.0,135140557.0
124453853.0,121369395.0,128967941.0,124294613.0,120124645.0,129504489.0,133945102.0,122389798.0,131650887.0,132340741.0,120751418.0,118572286.0,125908178.0
127783902.0,122344244.0,135976199.0,133162455.0,127431909.0,118564075.0,131522319.0,122361126.0,134094152.0,120806408.0,118404413.0,132703487.0,129504466.0
126784479.0,132924214.0,126661897.0,132154840.0,129856742.0,139154665.0,121816853.0,119698726.0,128443724.0,126807051.0,135247167.0,128967941.0,118396117.0
119677921.0,118002487.0,137999625.0,133952984.0,131032296.0,123061487.0,130891544.0,118045992.0,118840652.0,137110540.0,118596930.0,135976199.0,118559961.0
121793506.0,133210936.0,129512717.0,127292890.0,128611560.0,135087343.0,123037465.0,128671018.0,128990541.0,130851853.0,124290375.0,126661897.0,126641371.0
118422497.0,130016062.0,129185037.0,125908445.0,129504489.0,118572286.0,121915163.0,136029486.0,124353870.0,119714829.0,131650887.0,137999625.0,120124645.0
132039652.0,125436736.0,120173841.0,123631072.0,118564075.0,132703487.0,121825052.0,130858287.0,135966032.0,132092942.0,128443724.0,129512717.0,127431909.0
125524962.0,128420673.0,120370457.0,132081121.0,139154665.0,128967941.0,128069425.0,132068659.0,121949528.0,124271630.0,124368204.0,129185037.0,129856742.0
127826917.0,125514562.0,119620890.0,127296995.0,123061487.0,135976199.0,119643954.0,120751418.0,129021284.0,134638609.0,121238863.0,120173841.0,131032296.0
122438631.0,120261444.0,124429600.0,118412780.0,135087343.0,137999625.0,119748409.0,127286588.0,132222310.0,123202583.0,121255250.0,120370457.0,128611560.0
120134634.0,125989701.0,127214882.0,120825325.0,118572286.0,129512717.0,131010363.0,126606661.0,123127144.0,130849821.0,138286421.0,119620890.0,129504489.0
127439856.0,118416202.0,127808802.0,129598957.0,132703487.0,129185037.0,120657726.0,131650887.0,124439923.0,124922913.0,129488217.0,124429600.0,118564075.0
127257586.0,126651213.0,118969637.0,118556144.0,128967941.0,120173841.0,123076415.0,118840652.0,131528056.0,125899810.0,120259930.0,127214882.0,139154665.0
122729464.0,124515152.0,122389798.0,124802549.0,135976199.0,120370457.0,120110923.0,128990541.0,132175227.0,130780195.0,119772506.0,127808802.0,123061487.0
120138747.0,118426449.0,122361126.0,123299320.0,126661897.0,119620890.0,132638540.0,121255250.0,121234812.0,124927009.0,128652640.0,120698147.0,135087343.0
120196094.0,133198674.0,119698726.0,124442107.0,137999625.0,124429600.0,118493009.0,121949528.0,130979195.0,134673445.0,129021284.0,118969637.0,118572286.0
135259134.0,120093525.0,120808750.0,122004996.0,129512717.0,127214882.0,123060049.0,119772506.0,119772547.0,123663399.0,123127144.0,122389798.0,132703487.0
129235972.0,118514532.0,136029486.0,119735812.0,129185037.0,127808802.0,123305812.0,119735643.0,124437896.0,133139497.0,129508715.0,122361126.0,128967941.0
120806408.0,124390246.0,131032368.0,124421636.0,120173841.0,120698147.0,128071510.0,138575194.0,118037899.0,135992365.0,119764332.0,119698726.0,135976199.0
126807051.0,121346924.0,121300273.0,138753543.0,120370457.0,118969637.0,138127194.0,129021284.0,127954318.0,124402736.0,133895538.0,120808750.0,126661897.0
137110540.0,124975981.0,127272243.0,125371917.0,119620890.0,122389798.0,128544608.0,124274021.0,126647696.0,125021242.0,131528056.0,136029486.0,137999625.0
124417036.0,125010799.0,132068659.0,118380049.0,124429600.0,122361126.0,128989025.0,132214118.0,138661269.0,133522494.0,132789624.0,131032368.0,129512717.0
119714829.0,119741298.0,129029431.0,117995026.0,127214882.0,119698726.0,121767779.0,133975399.0,124331416.0,122358854.0,125396347.0,121300273.0,129185037.0
124271630.0,119729012.0,125551928.0,132077076.0,127808802.0,120808750.0,125128567.0,123127144.0,129484198.0,118580295.0,121234812.0,127272243.0,120173841.0
134638609.0,126856052.0,120751418.0,120260127.0,120698147.0,136029486.0,118519689.0,125934950.0,123065766.0,124355657.0,130979195.0,132068659.0,120370457.0
123202583.0,122006392.0,118404413.0,118433314.0,118969637.0,131032368.0,137138070.0,119764332.0,132748714.0,118887501.0,119772547.0,129029431.0,119620890.0
119585816.0,128428920.0,135247167.0,15640101.0,122389798.0,121300273.0,138743707.0,133895538.0,129527212.0,117912659.0,125359495.0,125551928.0,124429600.0
133960733.0,123833210.0,118596930.0,124442150.0,122361126.0,127272243.0,132042657.0,124439923.0,122342833.0,133157972.0,124437896.0,120751418.0,127214882.0
130849821.0,121756536.0,124290375.0,124401193.0,119698726.0,132068659.0,128427947.0,131528056.0,134542776.0,126004310.0,119735699.0,118404413.0,127808802.0
125899810.0,125090682.0,131650887.0,129029678.0,120808750.0,129029431.0,132241325.0,125396347.0,124835257.0,131638366.0,124331416.0,135247167.0,120698147.0
130780195.0,119735165.0,128443724.0,118576688.0,136029486.0,125551928.0,118564784.0,121234812.0,135065020.0,121791585.0,127964568.0,118596930.0,118969637.0
134673445.0,124255101.0,124368204.0,129558074.0,131032368.0,120751418.0,136638390.0,132175227.0,121273788.0,124992615.0,124876187.0,124290375.0,122389798.0
123663399.0,119755648.0,121238863.0,125888061.0,121300273.0,118404413.0,133937079.0,130979195.0,124396993.0,120798314.0,128402845.0,131650887.0,122361126.0
133997608.0,134112129.0,121255250.0,121796158.0,127272243.0,135247167.0,133160894.0,125414786.0,132312513.0,118426739.0,124867999.0,128443724.0,119698726.0
121820199.0,118072199.0,138286421.0,138098240.0,132068659.0,118596930.0,131563458.0,117988738.0,117956033.0,125906036.0,119199139.0,124368204.0,120808750.0
135992365.0,123081609.0,129488217.0,119604804.0,129029431.0,124290375.0,138692548.0,134520195.0,124347848.0,139066489.0,129484198.0,121255250.0,136029486.0
124402736.0,125064074.0,120259930.0,128398922.0,125551928.0,131650887.0,133935045.0,124437896.0,130942418.0,136639610.0,123065766.0,138286421.0,131032368.0
133237814.0,121138063.0,119735643.0,125412942.0,120751418.0,128443724.0,128468934.0,127954318.0,136074707.0,124982395.0,118891944.0,129488217.0,121300273.0
133522494.0,119618451.0,119772506.0,124417617.0,118404413.0,124368204.0,125415365.0,126647696.0,124294613.0,120259710.0,124798377.0,120259930.0,127272243.0
130346051.0,120923028.0,128652640.0,122394195.0,135247167.0,121238863.0,118046662.0,119735699.0,133162455.0,121379967.0,132748714.0,119735643.0,132068659.0
124355657.0,135089048.0,129021284.0,120956504.0,118596930.0,121255250.0,124284878.0,138661269.0,132154840.0,119690369.0,134542776.0,119772506.0,129029431.0
130868301.0,119706520.0,124274021.0,126682715.0,124290375.0,138286421.0,120293330.0,124331416.0,118939097.0,118969477.0,124835257.0,128652640.0,125551928.0
133157972.0,131003289.0,123127144.0,135067232.0,131650887.0,129488217.0,120117204.0,124876187.0,124319197.0,119628934.0,136107448.0,129021284.0,120751418.0
126004310.0,132772762.0,119764332.0,120088161.0,128443724.0,120259930.0,134086615.0,128402845.0,119647711.0,138144902.0,118027711.0,124274021.0,135247167.0
135279702.0,129033117.0,133895538.0,119625319.0,124368204.0,119735643.0,127244253.0,119199139.0,120827359.0,135083144.0,124396993.0,123127144.0,118596930.0
123221080.0,133925790.0,131528056.0,135145064.0,121238863.0,119772506.0,139153378.0,129484198.0,123631072.0,132619401.0,130786757.0,129508715.0,124290375.0
131638366.0,128437153.0,132789624.0,121943669.0,121255250.0,129021284.0,120242160.0,123065766.0,131726818.0,118537354.0,124347848.0,119764332.0,131650887.0
139289696.0,138120100.0,125396347.0,121800310.0,138286421.0,124274021.0,119687153.0,132713897.0,127296995.0,125557901.0,130942418.0,133895538.0,128443724.0
120798314.0,119597993.0,121234812.0,124888698.0,129488217.0,123127144.0,126642161.0,129527212.0,125464036.0,136561810.0,136074707.0,131528056.0,124368204.0
131429485.0,128445354.0,130979195.0,124413564.0,120259930.0,129508715.0,135262196.0,122342833.0,118906342.0,126030994.0,124294613.0,132789624.0,121238863.0
120114289.0,118008747.0,119772547.0,128439930.0,119735643.0,119764332.0,120637430.0,125463991.0,133926378.0,132773014.0,133162455.0,125396347.0,121255250.0
125906036.0,124427177.0,125359495.0,121349760.0,119772506.0,133895538.0,,134542776.0,118412780.0,124814487.0,132154840.0,132175227.0,138286421.0
125555831.0,126935981.0,124437896.0,132683394.0,128652640.0,131528056.0,,124835257.0,129598957.0,138042518.0,133952984.0,130979195.0,129488217.0
139066489.0,128494510.0,119735699.0,124307086.0,129021284.0,132789624.0,,135065020.0,118023669.0,129129625.0,127292890.0,119772547.0,120259930.0
124982395.0,134007732.0,124331416.0,124331665.0,124274021.0,125396347.0,,132312513.0,124337658.0,118396058.0,124319197.0,125359495.0,119735643.0
120259710.0,124335028.0,127964568.0,133928596.0,123127144.0,121234812.0,,117956033.0,118044159.0,128468125.0,125908445.0,124437896.0,119772506.0
121379967.0,130782132.0,124876187.0,120129174.0,129508715.0,130979195.0,,124347848.0,122004996.0,118924448.0,123631072.0,119735699.0,128652640.0
128996480.0,117959608.0,128402845.0,129074841.0,119764332.0,119772547.0,,136074707.0,124421636.0,123704480.0,132081121.0,124331416.0,129021284.0
119690369.0,134060988.0,124867999.0,125904539.0,133895538.0,125359495.0,,133162455.0,120786436.0,119665828.0,127296995.0,124876187.0,124274021.0
138144902.0,120937406.0,129484198.0,133203613.0,131528056.0,124437896.0,,118939097.0,120634888.0,119602343.0,126395880.0,128402845.0,123127144.0
118416518.0,124971970.0,123065766.0,135071389.0,132789624.0,119735699.0,,129949145.0,125371917.0,130995369.0,118412780.0,129484198.0,129508715.0
119628934.0,123720642.0,118891944.0,133985950.0,125396347.0,124331416.0,,124319197.0,132818446.0,127241391.0,120825325.0,123065766.0,119764332.0
135083144.0,132078530.0,124798377.0,126428841.0,121234812.0,127964568.0,,119647711.0,124378637.0,139216048.0,129598957.0,118891944.0,133895538.0
132619401.0,132068294.0,132748714.0,132253359.0,132175227.0,124876187.0,,120827359.0,120126992.0,119706804.0,118023669.0,124798377.0,131528056.0
118537354.0,119745480.0,134542776.0,118494898.0,130979195.0,128402845.0,,132081121.0,118380049.0,125025463.0,124802549.0,132748714.0,132789624.0
125557901.0,128519113.0,124835257.0,121284281.0,119772547.0,124867999.0,,131726818.0,121355795.0,117957817.0,123299320.0,124835257.0,125396347.0
125019281.0,118447054.0,136107448.0,128399035.0,125359495.0,119199139.0,,125464036.0,132077076.0,132648122.0,124442107.0,136107448.0,121234812.0
119641234.0,127280080.0,124396993.0,128452288.0,124437896.0,129484198.0,,126395880.0,125890074.0,126969028.0,118044159.0,118027711.0,132175227.0
126030994.0,124883924.0,130786757.0,136046288.0,119735699.0,123065766.0,,133926378.0,128028196.0,120106180.0,122004996.0,124396993.0,130979195.0
138042518.0,137169877.0,124347848.0,127375056.0,124331416.0,118891944.0,,121208299.0,124401193.0,118475973.0,119735812.0,130786757.0,119772547.0
129129625.0,117980118.0,130942418.0,134076112.0,127964568.0,124798377.0,,120825325.0,129029678.0,122295492.0,138753543.0,124347848.0,125359495.0
118396058.0,131541975.0,136074707.0,128997079.0,124876187.0,132748714.0,,129598957.0,131087925.0,117978308.0,125371917.0,128386514.0,124437896.0
128468125.0,124836825.0,124294613.0,118433496.0,128402845.0,134542776.0,,137133558.0,127376953.0,120773829.0,132818446.0,130942418.0,119735699.0
129143967.0,129156058.0,133162455.0,124839644.0,124867999.0,124835257.0,,127397368.0,130805308.0,128433356.0,118380049.0,136074707.0,124331416.0
118924448.0,124462043.0,132154840.0,125503198.0,119199139.0,136107448.0,,120716794.0,125888061.0,135140557.0,117995026.0,124294613.0,127964568.0
123704480.0,124453853.0,127292890.0,126695139.0,129484198.0,118027711.0,,124442107.0,121796158.0,124300499.0,132077076.0,133162455.0,128402845.0
118432934.0,121385951.0,124319197.0,136595179.0,123065766.0,124396993.0,,136613381.0,138098240.0,128453845.0,120260127.0,132154840.0,124867999.0
124873897.0,126784479.0,123631072.0,139319019.0,118891944.0,130786757.0,,120634888.0,119604804.0,126641371.0,118433314.0,133952984.0,119199139.0
136615085.0,119677921.0,132081121.0,118580973.0,124798377.0,124347848.0,,120262156.0,118435404.0,121244894.0,124442150.0,127292890.0,129484198.0
119682223.0,121793506.0,127296995.0,138585838.0,132748714.0,128386514.0,,125371917.0,134692428.0,118449375.0,124401193.0,124319197.0,123065766.0
139216048.0,123079651.0,126395880.0,121722604.0,134542776.0,130942418.0,,132818446.0,125412942.0,120124645.0,118576688.0,125908445.0,118891944.0
125025463.0,132039652.0,118412780.0,129013484.0,124835257.0,136074707.0,,123858444.0,124417617.0,127431909.0,125888061.0,123631072.0,124798377.0
118903997.0,132774879.0,129598957.0,118896369.0,136107448.0,124294613.0,,124378637.0,122394195.0,132050153.0,121796158.0,132081121.0,132748714.0
126969028.0,118422497.0,118556144.0,133891828.0,118027711.0,133162455.0,,120126992.0,120956504.0,125005034.0,138098240.0,127296995.0,134542776.0
120106180.0,122438631.0,118023669.0,132843256.0,124396993.0,132154840.0,,117995026.0,136175193.0,118564075.0,119604804.0,126395880.0,124835257.0
118475973.0,125524962.0,124802549.0,130926329.0,130786757.0,133952984.0,,133910036.0,126682715.0,139154665.0,128398922.0,118412780.0,136107448.0
122295492.0,119634919.0,124442107.0,118527738.0,124347848.0,127292890.0,,132077076.0,133930588.0,123061487.0,125412942.0,120825325.0,118027711.0
117978308.0,120134634.0,118044159.0,123115267.0,128386514.0,124319197.0,,128028196.0,135067232.0,135087343.0,124417617.0,129598957.0,124396993.0
120773829.0,127439856.0,122004996.0,133121799.0,130942418.0,125908445.0,,124401193.0,121949793.0,132703487.0,132281937.0,118556144.0,130786757.0
128433356.0,120132596.0,119735812.0,123758346.0,136074707.0,123631072.0,,120245805.0,119625319.0,128967941.0,122394195.0,118023669.0,124347848.0
135140557.0,119768054.0,138753543.0,133945102.0,124294613.0,132081121.0,,129113655.0,135145064.0,135976199.0,128022100.0,124802549.0,128386514.0
128982220.0,124795895.0,125371917.0,134633234.0,133162455.0,127296995.0,,125529659.0,123276904.0,126807305.0,120956504.0,123299320.0,130942418.0
128453845.0,122729464.0,132818446.0,126633749.0,132154840.0,126395880.0,,130805308.0,139286122.0,137999625.0,133924446.0,124442107.0,136074707.0
118396117.0,135162874.0,117995026.0,121816853.0,133952984.0,118412780.0,,121796158.0,121335404.0,129113353.0,135067232.0,118044159.0,124294613.0
118559961.0,120138747.0,132077076.0,130828056.0,127292890.0,120825325.0,,138098240.0,118412910.0,136006926.0,120088161.0,122004996.0,133162455.0
121244894.0,135259134.0,120260127.0,127964949.0,124319197.0,129598957.0,,119604804.0,127422065.0,120173841.0,119625319.0,119735812.0,132154840.0
118449375.0,120196094.0,118433314.0,121915163.0,123631072.0,118556144.0,,118435404.0,134512242.0,128048408.0,135145064.0,124421636.0,133952984.0
131032296.0,128461825.0,15640101.0,121825052.0,132081121.0,118023669.0,,124417617.0,123661944.0,120370457.0,139286122.0,138753543.0,127292890.0
132050153.0,124449793.0,124442150.0,129148713.0,127296995.0,124802549.0,,132281937.0,124888698.0,125394205.0,118412910.0,125371917.0,124319197.0
125005034.0,118416387.0,124401193.0,117991215.0,126395880.0,123299320.0,,124296789.0,121349760.0,125938974.0,121943669.0,132818446.0,125908445.0
139154665.0,132244483.0,129029678.0,128014127.0,118412780.0,124442107.0,,133930588.0,139185806.0,124429600.0,121800310.0,118380049.0,123631072.0
138546423.0,126018563.0,118576688.0,138569526.0,120825325.0,118044159.0,,133924446.0,124331665.0,133909793.0,127395449.0,117995026.0,132081121.0
118881528.0,127386630.0,129558074.0,118433595.0,129598957.0,122004996.0,,135067232.0,119692946.0,127214882.0,124888698.0,132077076.0,127296995.0
132703487.0,129235972.0,125888061.0,120657726.0,118556144.0,119735812.0,,121949793.0,120129174.0,127808802.0,118425211.0,120260127.0,126395880.0
135976199.0,120806408.0,121796158.0,128530240.0,118023669.0,124421636.0,,123960932.0,129074841.0,120698147.0,124413564.0,118433314.0,118412780.0
126807305.0,126807051.0,138098240.0,124483397.0,124802549.0,138753543.0,,135145064.0,133203613.0,119698726.0,132683394.0,15640101.0,120825325.0
137999625.0,124417036.0,119604804.0,128644935.0,123299320.0,125371917.0,,123276904.0,135071389.0,121838886.0,124307086.0,124442150.0,129598957.0
129512717.0,130851853.0,128398922.0,123078472.0,124442107.0,132818446.0,,139286122.0,118025893.0,118045992.0,128571024.0,124401193.0,118556144.0
129185037.0,119714829.0,125412942.0,132638540.0,122004996.0,118380049.0,,121335404.0,126428841.0,118005032.0,124331665.0,129029678.0,118023669.0
119620890.0,134638609.0,124417617.0,128071510.0,119735812.0,117995026.0,,118412910.0,122330797.0,128671018.0,120129174.0,118576688.0,124802549.0
125938974.0,120826901.0,132281937.0,132851546.0,124421636.0,132077076.0,,127422065.0,118494898.0,128470315.0,129074841.0,129558074.0,123299320.0
132255009.0,123202583.0,122394195.0,138127194.0,138753543.0,120260127.0,,118021745.0,128399035.0,132046124.0,125904539.0,125888061.0,124442107.0
133909793.0,119585816.0,128022100.0,121214816.0,125371917.0,118433314.0,,134512242.0,132816572.0,120808750.0,133203613.0,121796158.0,118044159.0
127808802.0,130849821.0,120956504.0,128989025.0,132818446.0,15640101.0,,123661944.0,128999109.0,136029486.0,135071389.0,138098240.0,122004996.0
118969637.0,124922913.0,126682715.0,117987170.0,118380049.0,124442150.0,,124888698.0,132779720.0,131032368.0,133985950.0,119604804.0,119735812.0
122389798.0,125899810.0,133924446.0,121767779.0,117995026.0,124401193.0,,128439930.0,136046288.0,120155444.0,126428841.0,128398922.0,124421636.0
122361126.0,130780195.0,135067232.0,118503267.0,132077076.0,129029678.0,,139128446.0,127375056.0,125551928.0,132253359.0,125412942.0,138753543.0
119698726.0,124927009.0,120088161.0,133969774.0,120260127.0,118576688.0,,121349760.0,134076112.0,127286588.0,118494898.0,124417617.0,125371917.0
121838886.0,134673445.0,135145064.0,117950323.0,118433314.0,125888061.0,,121900681.0,120733395.0,135247167.0,121284281.0,132281937.0,132818446.0
118045992.0,123663399.0,139286122.0,136021887.0,15640101.0,121796158.0,,124307086.0,128997079.0,118545727.0,128399035.0,122394195.0,118380049.0
128470315.0,133997608.0,118412910.0,132056966.0,124442150.0,138098240.0,,139185806.0,118433496.0,118596930.0,128452288.0,128022100.0,117995026.0
118005032.0,133139497.0,121943669.0,118560648.0,124401193.0,119604804.0,,128571024.0,120643287.0,124290375.0,136046288.0,120956504.0,132077076.0
120808750.0,135992365.0,121800310.0,118519689.0,129029678.0,128398922.0,,119692946.0,125441755.0,131650887.0,127375056.0,126682715.0,120260127.0
