ciudad,mes,week::multi-filter,category::multi-filter,subcategoria,microsegment,GMV ALL,%_GMV SD/ALL,%_GMV SDMS/ALL,Orders ALL,PEN_orders ALL,%_orders SD/ALL,%_orders SDMS/ALL,Users ALL,PEN_users ALL,%_users SD/ALL,%_users SDMS/ALL,SPEND ALL,SPEND SD,SPEND SDMS,AOV ALL,AOV SD,AOV SDMS,ARPU ALL,ARPU SD,Contribution ARPU by SD,ARPU SDMS,Contribution ARPU by SDMS,SD_GMV,SD_DISCOUNT,SD DISCOUNT_OVER_GMV,SDMS_GMV,SDMS_DISCOUNT,SDMS DISCOUNT_OVER_GMV
BAQ,2022-07-01 00:00,28,Desechables,Bolsas,corrientazo,1280.64117,12.618230132332851,2.404865941748018,331,6.41721597518418,1.221403644823575,0.38774718883288095,312,8.59504132231405,1.7355371900826446,0.5509641873278237,4.104619134615384,2.5649880952380952,1.5398851666666666,3.8690065558912385,2.5649880952380952,1.5398851666666666,0.352793710743802,0.04451632231404959,12.618230132332842,0.008484215794306704,2.404865941748015,161.59425,10.7330131,6.641952359072183,30.797703333333335,2.0631733,1.2767615803161314
BAQ,2022-07-01 00:00,28,Desechables,Bolsas,fritos,1280.64117,12.618230132332851,1.3767632245234367,331,6.41721597518418,1.221403644823575,0.15509887553315238,312,8.59504132231405,1.7355371900826446,0.22038567493112948,4.104619134615384,2.5649880952380952,2.2039245833333334,3.8690065558912385,2.5649880952380952,2.2039245833333334,0.352793710743802,0.04451632231404959,12.618230132332842,0.00485713406795225,1.3767632245234354,161.59425,10.7330131,6.641952359072183,17.631396666666667,1.20064,0.742996734104091
BAQ,2022-07-01 00:00,28,Desechables,Bolsas,other,1280.64117,12.618230132332851,3.9273762116102096,331,6.41721597518418,1.221403644823575,0.31019775106630476,312,8.59504132231405,1.7355371900826446,0.44077134986225897,4.104619134615384,2.5649880952380952,3.1434747916666668,3.8690065558912385,2.5649880952380952,3.1434747916666668,0.352793710743802,0.04451632231404959,12.618230132332842,0.013855536271808999,3.927376211610206,161.59425,10.7330131,6.641952359072183,50.29559666666667,3.3014666,2.0430594529198904
BAQ,2022-07-01 00:00,28,Desechables,Bolsas,panaderiapasteleriacafeteria,1280.64117,12.618230132332851,3.9450871316279796,331,6.41721597518418,1.221403644823575,0.23264831329972857,312,8.59504132231405,1.7355371900826446,0.3305785123966942,4.104619134615384,2.5649880952380952,4.210200833333333,3.8690065558912385,2.5649880952380952,4.210200833333333,0.352793710743802,0.04451632231404959,12.618230132332842,0.013918019283746556,3.945087131627976,161.59425,10.7330131,6.641952359072183,50.52241,3.3269333,2.0588191102096767
SPO,2022-07-01 00:00,28,Limpeza e Higiene,Utensílios de Limpeza,,3232.8135738831616,0,0,1104,4.21438387540082,0,0,1057,6.59965034965035,0,0,3.058480202349254,,,2.9282731647492404,,,0.201848999368329,0,0,0,0,,,,,,
MDE,2022-07-01 00:00,31,Bebidas,Aguas,,7.2973333333333334,0,0,1,3.33333333333333,0,0,1,3.33333333333333,0,0,7.2973333333333334,,,7.2973333333333334,,,0.243244444444444,0,0,0,0,,,,,,
GDL,2022-07-01 00:00,29,Bebidas,Refrescos,,2518.1036998436684,0,0,119,3.42840679919332,0,0,108,4.19417475728155,0,0,23.315774998552488,,,21.16053529280394,,,0.977904349453852,0,0,0,0,,,,,,
VCP,2022-07-01 00:00,30,Laticínios e Ovos,Ovos,,2367.671821305842,0,0,163,15.7640232108317,0,0,160,18.0383314543405,0,0,14.797948883161512,,,14.525593995741362,,,2.66930306798855,0,0,0,0,,,,,,
VCP,2022-07-01 00:00,30,Laticínios e Ovos,Leite,other,7218.06443298969,2.9961340551287243,2.9961340551287243,172,16.6344294003868,1.0638297872340394,1.0638297872340394,158,17.8128523111612,1.2401352874859064,1.2401352874859064,45.68395210752969,19.660262417994378,19.660262417994378,41.96549088947494,19.660262417994378,19.660262417994378,8.13761491881589,0.2438138518578782,2.99613405512872,0.2438138518578782,2.99613405512872,216.26288659793815,15.01546,6.943151567155285,216.26288659793815,15.01546,6.943151567155285
CWB,2022-07-01 00:00,26,Descartáveis,Utensílios,,48.26288659793814,0,0,3,0.662251655629139,0,0,3,0.688073394495413,0,0,16.087628865979383,,,16.087628865979383,,,0.110694694031968,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,28,Abarrotes,Chiles Secos,,136.76706618030224,0,0,33,0.99009900990099,0,0,30,1.21457489878543,0,0,4.558902206010075,,,4.14445655091825,,,0.0553712818543734,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,26,Abarrotes,Chiles Secos,,1.4002084418968213,0,0,2,0.280112044817927,0,0,2,0.286532951289398,0,0,0.7001042209484106,,,0.7001042209484106,,,0.00200602928638513,0,0,0,0,,,,,,
CWB,2022-07-01 00:00,29,Frutas e Verduras,Verduras,other,8386.210024211185,1.8624094383445906,1.8624094383445906,1170,45.8643669149353,1.411211289690317,1.411211289690317,813,48.6535008976661,2.154398563734292,2.154398563734292,10.315141481194567,4.338487972508592,4.338487972508591,7.167700875394174,4.338487972508592,4.338487972508591,5.01867745314852,0.0934683225675101,1.8624094383445937,0.09346832256751009,1.8624094383445933,156.18556701030928,28.14175,18.0181501650165,156.18556701030928,28.14175,18.0181501650165
VCP,2022-07-01 00:00,31,Laticínios e Ovos,Leite,,46.94329896907217,0,0,3,9.375,0,0,3,9.375,0,0,15.647766323024054,,,15.647766323024054,,,1.4669780927835,0,0,0,0,,,,,,
BOG,2022-07-01 00:00,27,Abarrotes,Sal & Sazonadores,,4544.355352857143,0,0,644,3.98860398860399,0,0,609,5.54291435332666,0,0,7.461995653295801,,,7.056452411268856,,,0.413612028111144,0,0,0,0,,,,,,
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,cafeteria,11581.95530906474,17.280128487131233,1.4567277866955555,1225,8.58745180511742,1.7525411847178407,0.17525411847178407,1132,11.0073901205757,2.4309607156748454,0.24309607156748456,10.231409283626096,8.005507034914016,6.748702449192288,9.454657395154891,8.005507034914016,6.748702449192288,1.12621113468152,0.19461073110934587,17.28012848713129,0.016405830535765067,1.4567277866955608,2001.3767587285042,222.45906,11.11530145585035,168.7175612298072,19.2298,0.960828585429207
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,comidarapida,11581.95530906474,17.280128487131233,2.797711563579353,1225,8.58745180511742,1.7525411847178407,0.2663862600771118,1132,11.0073901205757,2.4309607156748454,0.3695060287825765,10.231409283626096,8.005507034914016,8.527097446586763,9.454657395154891,8.005507034914016,8.527097446586763,1.12621113468152,0.19461073110934587,17.28012848713129,0.03150813914530323,2.7977115635793623,2001.3767587285042,222.45906,11.11530145585035,324.029702970297,37.15581,1.8565125150951327
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,fonda,11581.95530906474,17.280128487131233,7.6555405219333785,1225,8.58745180511742,1.7525411847178407,0.7781282860147213,1132,11.0073901205757,2.4309607156748454,1.0793465577596313,10.231409283626096,8.005507034914016,7.987939476735725,9.454657395154891,8.005507034914016,7.987939476735725,1.12621113468152,0.19461073110934587,17.28012848713129,0.08621754977806975,7.655540521933405,2001.3767587285042,222.45906,11.11530145585035,886.6612819176654,97.67326,4.880303499779464
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,jugueriacomidasaludable,11581.95530906474,17.280128487131233,1.5880978002420558,1225,8.58745180511742,1.7525411847178407,0.17525411847178407,1132,11.0073901205757,2.4309607156748454,0.24309607156748456,10.231409283626096,8.005507034914016,7.357311099531006,9.454657395154891,8.005507034914016,7.357311099531006,1.12621113468152,0.19461073110934587,17.28012848713129,0.01788533425595838,1.5880978002420614,2001.3767587285042,222.45906,11.11530145585035,183.93277748827515,19.49244,0.9739515518499251
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,panaderiapasteleria,11581.95530906474,17.280128487131233,1.5375348777050475,1225,8.58745180511742,1.7525411847178407,0.12618296529968454,1132,11.0073901205757,2.4309607156748454,0.17502917152858888,10.231409283626096,8.005507034914016,9.893144577615656,9.454657395154891,8.005507034914016,9.893144577615656,1.12621113468152,0.19461073110934587,17.28012848713129,0.017315888992326195,1.5375348777050526,2001.3767587285042,222.45906,11.11530145585035,178.0766023970818,21.37571,1.0680502762298598
CMX,2022-07-01 00:00,28,Abarrotes,Enlatados,taqueria,11581.95530906474,17.280128487131233,2.244515936975843,1225,8.58745180511742,1.7525411847178407,0.23133543638275497,1132,11.0073901205757,2.4309607156748454,0.3208868144690796,10.231409283626096,8.005507034914016,7.877540385617509,9.454657395154891,8.005507034914016,7.877540385617509,1.12621113468152,0.19461073110934587,17.28012848713129,0.025277988401923274,2.2445159369758505,2001.3767587285042,222.45906,11.11530145585035,259.9588327253778,27.53204,1.375655027466762
CMX,2022-07-01 00:00,31,Abarrotes,Chiles Secos,,47.00677436164669,0,0,5,3.2258064516129,0,0,5,3.24675324675325,0,0,9.401354872329339,,,9.401354872329339,,,0.305238794556147,0,0,0,0,,,,,,
CWB,2022-07-01 00:00,29,Congelados,Batatas Pré-Fritas,other,5803.4962371134025,7.2473495143780795,7.2473495143780795,195,7.64406115248922,1.097608780870247,1.097608780870247,163,9.75463794135248,1.6756433273488922,1.6756433273488922,35.604271393333754,15.021416298478155,15.021416298478155,29.761519164684113,15.021416298478155,15.021416298478155,3.47306776607624,0.25170535987874815,7.247349514378083,0.25170535987874815,7.247349514378083,420.5996563573883,50.30927,11.961319806037036,420.5996563573883,50.30927,11.961319806037036
BHZ,2022-07-01 00:00,27,Frutas e Verduras,Hortaliças,other,36.38568829593693,22.666666666666664,22.666666666666664,12,0.192554557124519,0.06418485237483967,0.06418485237483967,11,0.286085825747724,0.10403120936280873,0.10403120936280873,3.3077898450851757,2.0618556701030926,2.0618556701030926,3.0321406913280775,2.0618556701030926,2.0618556701030926,0.0094631178923113,0.002144973388923891,22.66666666666663,0.002144973388923891,22.66666666666663,8.24742268041237,1.48453,17.99992625,8.24742268041237,1.48453,17.99992625
BHZ,2022-07-01 00:00,28,Frutas e Verduras,Frutas,other,30923.3370682996,3.5869838944775547,3.5869838944775547,2980,49.0939044481054,3.6738056013179543,3.6738056013179543,2172,55.4081632653061,5.637755102040814,5.637755102040814,14.237263843600184,5.019072942420426,5.019072942420426,10.376958747751544,4.9740588353135164,4.9740588353135164,7.88860639497439,0.2829630408864576,3.5869838944775516,0.2829630408864576,3.5869838944775516,1109.2151202749142,194.54278,17.53877822651601,1109.2151202749142,194.54278,17.53877822651601
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,cafeteria,11544.410779423806,6.0534742723361505,0.4914072171160902,655,6.17866239034053,0.6697481369682101,0.047165361758324656,614,7.33397037744864,0.8480649784997613,0.05972288580984234,18.80197195345897,9.84278783697495,11.346013548723294,17.625054625074515,9.84278783697495,11.346013548723294,1.37893105344288,0.08347323655341873,6.05347427233616,0.006776166715673254,0.491407217116091,698.8379364252214,104.71493,14.984150765433574,56.730067743616466,8.39291,1.2009808801926822
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,comidarapida,11544.410779423806,6.0534742723361505,0.35362451473009343,655,6.17866239034053,0.6697481369682101,0.05659843410998958,614,7.33397037744864,0.8480649784997613,0.07166746297181081,18.80197195345897,9.84278783697495,6.803977766197672,17.625054625074515,9.84278783697495,6.803977766197672,1.37893105344288,0.08347323655341873,6.05347427233616,0.004876238246199957,0.35362451473009393,698.8379364252214,104.71493,14.984150765433574,40.82386659718603,6.12245,0.8760901034248773
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,fonda,11544.410779423806,6.0534742723361505,2.3097109695906015,655,6.17866239034053,0.6697481369682101,0.2169606640882934,614,7.33397037744864,0.8480649784997613,0.2747252747252748,18.80197195345897,9.84278783697495,11.59315313682398,17.625054625074515,9.84278783697495,11.59315313682398,1.37893105344288,0.08347323655341873,6.05347427233616,0.03184932180446149,2.309710969590605,698.8379364252214,104.71493,14.984150765433574,266.64252214695153,39.99791,5.723488653836116
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,jugueriacomidasaludable,11544.410779423806,6.0534742723361505,0.6174402020892069,655,6.17866239034053,0.6697481369682101,0.08489765116498438,614,7.33397037744864,0.8480649784997613,0.10750119445771622,18.80197195345897,9.84278783697495,7.9199814718313934,17.625054625074515,9.84278783697495,7.9199814718313934,1.37893105344288,0.08347323655341873,6.05347427233616,0.008514074683048562,0.6174402020892079,698.8379364252214,104.71493,14.984150765433574,71.27983324648254,10.69411,1.5302703878246477
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,other,11544.410779423806,6.0534742723361505,1.4940422464923182,655,6.17866239034053,0.6697481369682101,0.1792283746816337,614,7.33397037744864,0.8480649784997613,0.22694696607740092,18.80197195345897,9.84278783697495,9.077809165958147,17.625054625074515,9.84278783697495,9.077809165958147,1.37893105344288,0.08347323655341873,6.05347427233616,0.020601812488438224,1.4940422464923204,698.8379364252214,104.71493,14.984150765433574,172.47837415320478,25.87389,3.7024163473942453
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,panaderiapasteleria,11544.410779423806,6.0534742723361505,0.5832021665238228,655,6.17866239034053,0.6697481369682101,0.047165361758324656,614,7.33397037744864,0.8480649784997613,0.05972288580984234,18.80197195345897,9.84278783697495,13.465450755601877,17.625054625074515,9.84278783697495,13.465450755601877,1.37893105344288,0.08347323655341873,6.05347427233616,0.008041955778548663,0.5832021665238238,698.8379364252214,104.71493,14.984150765433574,67.32725377800938,10.10005,1.445263554475158
CMX,2022-07-01 00:00,30,Lácteos & Huevos,Quesos,taqueria,11544.410779423806,6.0534742723361505,0.20404695579401774,655,6.17866239034053,0.6697481369682101,0.03773228940665972,614,7.33397037744864,0.8480649784997613,0.04777830864787388,18.80197195345897,9.84278783697495,5.889004689942679,17.625054625074515,9.84278783697495,5.889004689942679,1.37893105344288,0.08347323655341873,6.05347427233616,0.002813666837048581,0.20404695579401805,698.8379364252214,104.71493,14.984150765433574,23.556018759770716,3.53361,0.5056408382858464
PBC,2022-07-01 00:00,28,Frutas & Verduras,Tubérculos,,2263.004022206732,0,0,538,16.1416141614161,0,0,462,18.7044534412955,0,0,4.898277104343576,,,4.206327178822922,,,0.916195960407584,0,0,0,0,,,,,,
BAQ,2022-07-01 00:00,26,Bebidas,Gaseosas,,2051.56725,0,0,89,9.37829293993678,0,0,89,9.73741794310722,0,0,23.051317415730338,,,23.051317415730338,,,2.24460311816193,0,0,0,0,,,,,,
BAQ,2022-07-01 00:00,27,Bebidas,Aguas,,179.48333333333332,0,0,10,0.18628912071535,0,0,10,0.268889486421081,0,0,17.948333333333334,,,17.948333333333334,,,0.0482611813211437,0,0,0,0,,,,,,
BAQ,2022-07-01 00:00,30,Bebidas,Jugos,parrillaasadero,493.13274333333334,8.646919227421275,8.646919227421275,30,0.660356592559982,0.022011886418666065,0.022011886418666065,30,0.903886712865321,0.0301295570955107,0.0301295570955107,16.437758111111112,42.64079,42.64079,16.437758111111112,42.64079,42.64079,0.148578711459275,0.012847481169026818,8.646919227421268,0.012847481169026818,8.646919227421268,42.64079,3.6414,8.539710450955528,42.64079,3.6414,8.539710450955528
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,comidabrasileiraysaudavel,47195.28719808542,8.296503002110834,0.49889220349309454,1936,9.83290162019402,1.2138757681954395,0.07618467164406524,1774,12.8383268200897,1.7296280214213293,0.10855405992184075,26.603882298808017,16.383089620267725,15.696907216494845,24.377730990746603,16.383089620267725,15.696907216494845,3.41549335635298,0.2833665088467198,8.296503002110796,0.017039630065669557,0.4988922034930923,3915.5584192439865,390.68037000000004,9.977641198759905,235.4536082474227,23.62886,0.6034607958821425
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,comidainternacionalgrill,47195.28719808542,8.296503002110834,0.16638477665427123,1936,9.83290162019402,1.2138757681954395,0.030473868657626097,1774,12.8383268200897,1.7296280214213293,0.0434216239687363,26.603882298808017,16.383089620267725,13.087628865979381,24.377730990746603,16.383089620267725,13.087628865979381,3.41549335635298,0.2833665088467198,8.296503002110796,0.005682860992609354,0.1663847766542705,3915.5584192439865,390.68037000000004,9.977641198759905,78.52577319587628,7.82474,0.19983714102038086
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,comidaporquilo,47195.28719808542,8.296503002110834,0.6900479315358314,1936,9.83290162019402,1.2138757681954395,0.09650058408248265,1774,12.8383268200897,1.7296280214213293,0.1375018092343316,26.603882298808017,16.383089620267725,17.140531741725447,24.377730990746603,16.383089620267725,17.140531741725447,3.41549335635298,0.2833665088467198,8.296503002110796,0.02356854125725738,0.6900479315358284,3915.5584192439865,390.68037000000004,9.977641198759905,325.6701030927835,32.38144,0.8269941738285235
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,lanches,47195.28719808542,8.296503002110834,1.7183409470810067,1936,9.83290162019402,1.2138757681954395,0.21839605871298703,1774,12.8383268200897,1.7296280214213293,0.3111883051092768,26.603882298808017,16.383089620267725,18.859905698074,24.377730990746603,16.383089620267725,18.859905698074,3.41549335635298,0.2833665088467198,8.296503002110796,0.05868982088704441,1.7183409470809994,3915.5584192439865,390.68037000000004,9.977641198759905,810.9759450171821,80.2268,2.0489235866257394
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,other,47195.28719808542,8.296503002110834,2.401275057480292,1936,9.83290162019402,1.2138757681954395,0.3453705114530958,1774,12.8383268200897,1.7296280214213293,0.4921117383123447,26.603882298808017,16.383089620267725,16.66600970285021,24.377730990746603,16.383089620267725,16.66600970285021,3.41549335635298,0.2833665088467198,8.296503002110796,0.08201539005600021,2.401275057480281,3915.5584192439865,390.68037000000004,9.977641198759905,1133.2886597938145,113.50515,2.8988240717377805
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,padariacafeteriabolos,47195.28719808542,8.296503002110834,0.8152133208267562,1936,9.83290162019402,1.2138757681954395,0.11173751841129569,1774,12.8383268200897,1.7296280214213293,0.15921262121869975,26.603882298808017,16.383089620267725,17.488284910965323,24.377730990746603,16.383089620267725,17.488284910965323,3.41549335635298,0.2833665088467198,8.296503002110796,0.027843556812942247,0.8152133208267528,3915.5584192439865,390.68037000000004,9.977641198759905,384.74226804123714,38.62886,0.9865479163878351
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,pratododia,47195.28719808542,8.296503002110834,1.815848353171142,1936,9.83290162019402,1.2138757681954395,0.3098176646858653,1774,12.8383268200897,1.7296280214213293,0.4414531770154857,26.603882298808017,16.383089620267725,14.04909582558729,24.377730990746603,16.383089620267725,14.04909582558729,3.41549335635298,0.2833665088467198,8.296503002110796,0.06202017986400507,1.8158483531711336,3915.5584192439865,390.68037000000004,9.977641198759905,856.9948453608248,85.76288,2.1903103163650166
SPO,2022-07-01 00:00,30,Bebidas,Refrigerantes e Energéticos,sucosacai,47195.28719808542,8.296503002110834,0.19050041186843894,1936,9.83290162019402,1.2138757681954395,0.025394890548021746,1774,12.8383268200897,1.7296280214213293,0.036184686640613584,26.603882298808017,16.383089620267725,17.981443298969072,24.377730990746603,16.383089620267725,17.981443298969072,3.41549335635298,0.2833665088467198,8.296503002110796,0.0065065289111915685,0.1905004118684381,3915.5584192439865,390.68037000000004,9.977641198759905,89.90721649484536,8.72164,0.22274319691248456
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",cafeteria,33271.708270775605,6.447591816532822,0.2789520673197075,2164,14.5156962704588,1.8044003219747768,0.08049369466058484,1960,18.7147904134441,2.539864413253128,0.11458034947006593,16.975361362640612,8.064751652959405,7.734343171159221,15.375096243426803,7.974810184710788,7.734343171159221,3.17690330094296,0.2048337572507593,6.447591816532819,0.008862037434728413,0.2789520673197074,2145.223939687202,113.96923,5.312696166192235,92.81211805391065,4.23137,0.19724607402139013
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",comidaespecializada,33271.708270775605,6.447591816532822,0.3882759290312252,2164,14.5156962704588,1.8044003219747768,0.08720150254896691,1960,18.7147904134441,2.539864413253128,0.12412871192590474,16.975361362640612,8.064751652959405,9.937387260993306,15.375096243426803,7.974810184710788,9.937387260993306,3.17690330094296,0.2048337572507593,6.447591816532819,0.012335150806159935,0.3882759290312251,2145.223939687202,113.96923,5.312696166192235,129.18603439291297,7.20218,0.33573091679417677
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",comidarapida,33271.708270775605,6.447591816532822,0.7947841058715267,2164,14.5156962704588,1.8044003219747768,0.23477327609337245,1960,18.7147904134441,2.539864413253128,0.3246443234985201,16.975361362640612,8.064751652959405,7.777595561413727,15.375096243426803,7.974810184710788,7.555378545373334,3.17690330094296,0.2048337572507593,6.447591816532819,0.025249522494802515,0.7947841058715265,2145.223939687202,113.96923,5.312696166192235,264.4382490880667,17.43929,0.812935641700085
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",jugueriacomidasaludable,33271.708270775605,6.447591816532822,1.311288760323652,2164,14.5156962704588,1.8044003219747768,0.20123423665146212,1960,18.7147904134441,2.539864413253128,0.2864508736751648,16.975361362640612,8.064751652959405,14.54293903074518,15.375096243426803,7.974810184710788,14.54293903074518,3.17690330094296,0.2048337572507593,6.447591816532819,0.0416583759116161,1.3112887603236514,2145.223939687202,113.96923,5.312696166192235,436.2881709223554,16.34132,0.7617535725609491
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",other,33271.708270775605,6.447591816532822,2.279949222542046,2164,14.5156962704588,1.8044003219747768,0.7110276361684994,1960,18.7147904134441,2.539864413253128,1.0025780578630767,16.975361362640612,8.064751652959405,7.224552895676249,15.375096243426803,7.974810184710788,7.156396736283076,3.17690330094296,0.2048337572507593,6.447591816532819,0.0724317821107616,2.2799492225420455,2145.223939687202,113.96923,5.312696166192235,758.5780540460061,43.98436,2.050338856763524
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",panaderiapasteleria,33271.708270775605,6.447591816532822,0.0866348928407402,2164,14.5156962704588,1.8044003219747768,0.0670780788838207,1960,18.7147904134441,2.539864413253128,0.09548362455838827,16.975361362640612,8.064751652959405,2.882490880667014,15.375096243426803,7.974810184710788,2.882490880667014,3.17690330094296,0.2048337572507593,6.447591816532819,0.002752306770425871,0.08663489284074018,2145.223939687202,113.96923,5.312696166192235,28.82490880667014,1.89786,0.08846908543621462
CMX,2022-07-01 00:00,27,Desechables,"Vasos, Contenedores & Platos",taqueria,33271.708270775605,6.447591816532822,1.3077068386039237,2164,14.5156962704588,1.8044003219747768,0.4225918969680704,1960,18.7147904134441,2.539864413253128,0.5919984722620073,16.975361362640612,8.064751652959405,7.01768394156903,15.375096243426803,7.974810184710788,6.906292132972696,3.17690330094296,0.2048337572507593,6.447591816532819,0.04154458172226486,1.3077068386039232,2145.223939687202,113.96923,5.312696166192235,435.09640437727984,22.87285,1.0662220189158955
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,cafeteria,45333.737884805196,6.084812023095736,0.32422137137721324,3712,22.9902142945621,3.4683512944382477,0.2601263470828686,2996,27.2685901519978,5.096932738691177,0.3822699554018383,15.131421189854871,4.925844166666666,3.499563492063492,12.212752662932434,4.925844166666666,3.499563492063492,4.12612522843408,0.2510669639877429,6.084812023095727,0.013377779800370127,0.3242213713772128,2758.472733333333,494.69359199999997,17.933604563936118,146.98166666666665,26.4567,0.959106815894815
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,comidaespecializada,45333.737884805196,6.084812023095736,2.2080763246942543,3712,22.9902142945621,3.4683512944382477,0.8237334324290838,2996,27.2685901519978,5.096932738691177,1.2105215254391546,15.131421189854871,4.925844166666666,7.5263423558897244,12.212752662932434,4.925844166666666,7.5263423558897244,4.12612522843408,0.2510669639877429,6.084812023095727,0.0911079942962895,2.208076324694251,2758.472733333333,494.69359199999997,17.933604563936118,1001.0035333333333,179.766636,6.5168900829688585
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,comidarapida,45333.737884805196,6.084812023095736,0.43005689749667203,3712,22.9902142945621,3.4683512944382477,0.2972872538089927,2996,27.2685901519978,5.096932738691177,0.43687994903067234,15.131421189854871,4.925844166666666,4.061684722222222,12.212752662932434,4.925844166666666,4.061684722222222,4.12612522843408,0.2510669639877429,6.084812023095727,0.01774468614423105,0.4300568974966714,2758.472733333333,494.69359199999997,17.933604563936118,194.96086666666667,34.462956,1.2493491628012225
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,corrientazo,45333.737884805196,6.084812023095736,1.2216602744603937,3712,22.9902142945621,3.4683512944382477,0.7927660101573137,2996,27.2685901519978,5.096932738691177,1.165013197415126,15.131421189854871,4.925844166666666,4.326752083333333,12.212752662932434,4.925844166666666,4.326752083333333,4.12612522843408,0.2510669639877429,6.084812023095727,0.05040723279026726,1.2216602744603922,2758.472733333333,494.69359199999997,17.933604563936118,553.8242666666666,99.688368,3.613897168363044
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,other,45333.737884805196,6.084812023095736,1.2208614580595634,3712,22.9902142945621,3.4683512944382477,0.4954787563483211,2996,27.2685901519978,5.096932738691177,0.7281332483844539,15.131421189854871,4.925844166666666,6.918276666666666,12.212752662932434,4.925844166666666,6.918276666666666,4.12612522843408,0.2510669639877429,6.084812023095727,0.05037427262522372,1.2208614580595616,2758.472733333333,494.69359199999997,17.933604563936118,553.4621333333333,99.623184,3.6115341216230017
BOG,2022-07-01 00:00,27,Frutas & Verduras,Frutas,panaderiapasteleria,45333.737884805196,6.084812023095736,0.6799356970076398,3712,22.9902142945621,3.4683512944382477,0.7989594946116678,2996,27.2685901519978,5.096932738691177,1.1741148630199318,15.131421189854871,4.925844166666666,2.3894594315245477,12.212752662932434,4.925844166666666,2.3894594315245477,4.12612522843408,0.2510669639877429,6.084812023095727,0.02805499833136129,0.6799356970076389,2758.472733333333,494.69359199999997,17.933604563936118,308.2402666666667,54.695748,1.9828272122851753
BOG,2022-07-01 00:00,30,Frutas & Verduras,Tubérculos,cafeteria,18443.733152087912,6.11634056961852,0.513397509527226,1844,14.2724458204334,1.0603715170278611,0.0851393188854487,1632,16.9259489732421,1.420867040033191,0.11408421489317593,11.301307078485241,8.23417177615572,8.608151515151516,10.002024485947892,8.23417177615572,8.608151515151516,1.91285346941381,0.11699663278711221,6.116340569618518,0.009820542072875634,0.5133975095272258,1128.0815333333335,156.2819345,13.853780057741687,94.68966666666667,13.2565533,1.1751414156057158
BOG,2022-07-01 00:00,30,Frutas & Verduras,Tubérculos,comidaespecializada,18443.733152087912,6.11634056961852,0.17165360760898538,1844,14.2724458204334,1.0603715170278611,0.054179566563467355,1632,16.9259489732421,1.420867040033191,0.07259904584111196,11.301307078485241,8.23417177615572,4.5227619047619045,10.002024485947892,8.23417177615572,4.5227619047619045,1.91285346941381,0.11699663278711221,6.116340569618518,0.003283481988522443,0.1716536076089853,1128.0815333333335,156.2819345,13.853780057741687,31.659333333333333,4.4323066,0.39290658246156324
BOG,2022-07-01 00:00,30,Frutas & Verduras,Tubérculos,comidarapida,18443.733152087912,6.11634056961852,0.2602781096654807,1844,14.2724458204334,1.0603715170278611,0.06965944272445802,1632,16.9259489732421,1.420867040033191,0.09334163036714394,11.301307078485241,8.23417177615572,5.333888888888889,10.002024485947892,8.23417177615572,5.333888888888889,1.91285346941381,0.11699663278711221,6.116340569618518,0.004978738850860827,0.26027810966548065,1128.0815333333335,156.2819345,13.853780057741687,48.005,6.2937,0.5579118010559875
