20220420_SPO_NB_frango_W16,20220420_SPO_NB_suinos_W16,20220420_SPO_NB_embutidos_W16,20220420_SPO_NB_carnevermelha_W16,20220420_SPO_NB_peixesefrutosdomar_W16
130740046.0,143908546.0,141684480.0,143109792.0,140295750.0
139206487.0,122719937.0,140328705.0,140299939.0,143547974.0
145907543.0,139828932.0,139181830.0,47677099.0,143658577.0
139710300.0,140267205.0,90840843.0,143031981.0,139861588.0
143195998.0,136507076.0,145927950.0,143650482.0,20586081.0
68595555.0,142298828.0,142966548.0,87223990.0,142990945.0
140353390.0,142966481.0,146042650.0,138534583.0,140234340.0
129466228.0,142958296.0,143617821.0,139071168.0,135188068.0
143564669.0,142352094.0,78520100.0,142421697.0,143093348.0
121782151.0,140267237.0,145088296.0,143908546.0,145116772.0
138833801.0,134573802.0,145276715.0,122719937.0,136248940.0
139071373.0,26959595.0,146022194.0,139828932.0,127241840.0
146010003.0,129048303.0,143060804.0,140267205.0,140492400.0
143052695.0,141680368.0,143060807.0,136507076.0,143568496.0
143089561.0,84643574.0,132882249.0,142298828.0,56372851.0
142983068.0,137846518.0,142434122.0,38383313.0,141618809.0
127938461.0,145874680.0,24158027.0,142966481.0,132103803.0
145149852.0,145915647.0,130740046.0,142958296.0,138575503.0
145362866.0,141684480.0,139206487.0,142352094.0,140000912.0
143540150.0,140328705.0,145907543.0,140267237.0,67243671.0
143908791.0,139181830.0,139710300.0,134573802.0,136588951.0
54599612.0,90840843.0,143195998.0,26959595.0,142425753.0
143155135.0,145927950.0,68595555.0,129048303.0,142163607.0
132022208.0,142966548.0,129466228.0,141680368.0,139218587.0
145985474.0,146042650.0,143564669.0,137846518.0,119697052.0
141778894.0,143617821.0,121782151.0,145874680.0,143150749.0
142991310.0,145088296.0,138833801.0,145915647.0,145931928.0
145264595.0,143281960.0,139071373.0,141684480.0,143109792.0
137936853.0,145276715.0,146010003.0,140328705.0,140299939.0
143126499.0,146022194.0,143052695.0,139181830.0,47677099.0
130953188.0,143060804.0,143089561.0,90840843.0,143031981.0
107347944.0,143060807.0,142983068.0,145927950.0,143650482.0
144261103.0,132882249.0,127938461.0,142966548.0,87223990.0
145948661.0,142434122.0,145149852.0,146042650.0,138534583.0
145891318.0,24158027.0,145362866.0,143617821.0,139071168.0
145190903.0,145141582.0,143540150.0,145088296.0,142421697.0
145551359.0,130740046.0,143908791.0,143281960.0,143908546.0
,139206487.0,138665913.0,145276715.0,122719937.0
,145907543.0,143155135.0,146022194.0,139828932.0
,139710300.0,132022208.0,143060804.0,140267205.0
,143195998.0,145985474.0,143060807.0,136507076.0
,68595555.0,141778894.0,132882249.0,142298828.0
,140353390.0,142991310.0,142434122.0,38383313.0
,129466228.0,145264595.0,24158027.0,142966481.0
,143564669.0,137936853.0,145141582.0,142352094.0
,121782151.0,143126499.0,130740046.0,140267237.0
,138833801.0,130953188.0,139206487.0,134573802.0
,139071373.0,107347944.0,145907543.0,26959595.0
,146010003.0,144261103.0,139710300.0,129048303.0
,143052695.0,145948661.0,143195998.0,141680368.0
,143089561.0,145891318.0,140353390.0,84643574.0
,142983068.0,145190903.0,129466228.0,137846518.0
,127938461.0,120647673.0,143564669.0,145874680.0
,145149852.0,,138833801.0,145915647.0
,145362866.0,,139071373.0,141684480.0
,143540150.0,,146010003.0,140328705.0
,143908791.0,,143052695.0,139181830.0
,138665913.0,,143089561.0,90840843.0
,54599612.0,,142983068.0,145927950.0
,143155135.0,,127938461.0,142966548.0
,132022208.0,,145149852.0,146042650.0
,145985474.0,,145362866.0,143617821.0
,141778894.0,,143540150.0,78520100.0
,142991310.0,,143908791.0,145088296.0
,145264595.0,,138665913.0,143281960.0
,137936853.0,,54599612.0,145276715.0
,143126499.0,,143155135.0,146022194.0
,107347944.0,,132022208.0,143060804.0
,144261103.0,,145985474.0,143060807.0
,145948661.0,,141778894.0,132882249.0
,145891318.0,,142991310.0,142434122.0
,145190903.0,,145264595.0,24158027.0
,120647673.0,,143126499.0,145141582.0
,145551359.0,,130953188.0,130740046.0
,,,107347944.0,139206487.0
,,,144261103.0,145907543.0
,,,145948661.0,139710300.0
,,,145891318.0,143195998.0
,,,145190903.0,68595555.0
,,,120647673.0,140353390.0
,,,145551359.0,129466228.0
,,,,143564669.0
,,,,121782151.0
,,,,138833801.0
,,,,139071373.0
,,,,146010003.0
,,,,143052695.0
,,,,143089561.0
,,,,142983068.0
,,,,127938461.0
,,,,145149852.0
,,,,145362866.0
,,,,143540150.0
,,,,143908791.0
,,,,138665913.0
,,,,54599612.0
,,,,143155135.0
,,,,132022208.0
,,,,145985474.0
,,,,141778894.0
,,,,142991310.0
,,,,145264595.0
,,,,137936853.0
,,,,143126499.0
,,,,107347944.0
,,,,144261103.0
,,,,145948661.0
,,,,145891318.0
,,,,145190903.0
,,,,120647673.0
,,,,145551359.0
